ID,Organism,Strain,Molecule product,DB xref,location
OP858691.1,Canine coronavirus,N/A,N/A,taxon:11153,India
KP281528.1,Canine coronavirus,CCoV/vaccine/passage5/clone18,N/A,taxon:11153,N/A
LN624655.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
JQ422581.1,Canine coronavirus,TH/97/08/IIa/GR,N/A,taxon:11153,Greece
MK986780.1,Canine coronavirus,CCoV/NTUCL15,N/A,taxon:11153,Taiwan
OQ351915.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OP422925.1,Canine coronavirus,N/A,N/A,taxon:11153,China
JQ929042.1,Canine coronavirus,98/09-B,N/A,taxon:11153,Italy
OL687147.1,Canine coronavirus,N/A,N/A,taxon:11153,India
GQ130257.1,Canine coronavirus,97/06-26,N/A,taxon:11153,United Kingdom
MT250796.1,Canine coronavirus,HLJ/t20,N/A,taxon:11153,China
MT114549.1,Canine coronavirus,B825_ZJ_2019,N/A,taxon:11153,China
JQ422594.1,Canine coronavirus,TH/90/08/IIb/GR,N/A,taxon:11153,Greece
KF312720.1,Canine coronavirus,905-I,N/A,taxon:11153,Brazil
EF407990.1,Canine coronavirus,C15-36-I,N/A,taxon:11153,N/A
MT114544.1,Canine coronavirus,B135_JS_2018,N/A,taxon:11153,China
JX035839.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
KP281565.1,Canine coronavirus,CCoV/vaccine/passage8/clone93,N/A,taxon:11153,N/A
EF407997.1,Canine coronavirus,C16-35,N/A,taxon:11153,N/A
KP281505.1,Canine coronavirus,CCoV/vaccine/passage2/clone39,N/A,taxon:11153,N/A
EF056486.1,Canine coronavirus,TN449,N/A,taxon:11153,China
GQ130266.1,Canine coronavirus,198/07,N/A,taxon:11153,Hungary
KF321783.1,Canine coronavirus,742-IIb,N/A,taxon:11153,Brazil
MF095849.1,Canine coronavirus 2,SH33_2007,N/A,taxon:2185079,Tanzania
AF327928.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KP281540.1,Canine coronavirus,CCoV/vaccine/passage6/clone64,N/A,taxon:11153,N/A
PV246303.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OQ623709.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KT222981.1,Canine coronavirus,HRB-B9,N/A,taxon:11153,China
KP281571.1,Canine coronavirus,CCoV/vaccine/passage8/clone99,N/A,taxon:11153,N/A
MH727490.1,Canine coronavirus,CCoV-C5,N/A,taxon:11153,China
AY864663.1,Canine coronavirus,N/A,N/A,taxon:11153,China
JQ404409.1,Canine coronavirus,1-71,N/A,taxon:11153,N/A
A22882.1,Canine coronavirus,CCV-6,N/A,taxon:11153,N/A
JQ422553.1,Canine coronavirus,TH/24/09/I/GR,N/A,taxon:11153,Greece
KC175340.1,Canine coronavirus,K378,N/A,taxon:11153,"USA: Ithaca, NY"
OQ540921.1,Canine coronavirus,N/A,N/A,taxon:11153,China
MT294706.1,Canine coronavirus,N/A,N/A,taxon:11153,Turkey
JQ422561.1,Canine coronavirus,TH/25/08/I/GR,N/A,taxon:11153,Greece
OQ442209.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KT222977.1,Canine coronavirus,DQ-alpha8,N/A,taxon:11153,China
GQ130252.1,Canine coronavirus,5/07,N/A,taxon:11153,Italy
OM451123.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KF312725.1,Canine coronavirus,1006-I,N/A,taxon:11153,Brazil
AY390342.1,Canine coronavirus,v1,N/A,taxon:11153,N/A
MF095855.1,Canine coronavirus 2,SBJ3_2011,N/A,taxon:2185079,Tanzania
MT114546.1,Canine coronavirus,B793_ZJ_2019,N/A,taxon:11153,China
MK986787.1,Canine coronavirus,CCoV/NTUCL31,N/A,taxon:11153,Taiwan
MT166675.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KP281508.1,Canine coronavirus,CCoV/vaccine/passage3/clone41,N/A,taxon:11153,N/A
GQ130250.1,Canine coronavirus,255/05-B,N/A,taxon:11153,Italy
MT250798.1,Canine coronavirus,HLJ/X24,N/A,taxon:11153,China
MK986784.1,Canine coronavirus,CCoV/NTUCL19,N/A,taxon:11153,Taiwan
OQ540922.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OQ565719.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
KF312734.1,Canine coronavirus,1091-IIa,N/A,taxon:11153,Brazil
X77047.1,Canine coronavirus,K378,N/A,taxon:11153,N/A
KP281582.1,Canine coronavirus,CCoV/vaccine/passage9/clone111,N/A,taxon:11153,N/A
GQ130253.1,Canine coronavirus,59/07,N/A,taxon:11153,Italy
AB781809.1,Canine coronavirus,fc9,N/A,taxon:11153,Japan
KP281509.1,Canine coronavirus,CCoV/vaccine/passage3/clone43,N/A,taxon:11153,N/A
KP281537.1,Canine coronavirus,CCoV/vaccine/passage5/clone61,N/A,taxon:11153,N/A
KP281573.1,Canine coronavirus,CCoV/vaccine/passage8/clone101,N/A,taxon:11153,N/A
JQ422562.1,Canine coronavirus,TH/24/08/I/GR,N/A,taxon:11153,Greece
KF668589.1,Canine coronavirus,12-CCoV-2,N/A,taxon:11153,South Korea
JQ422584.1,Canine coronavirus,ED/99/08/IIa/GR,N/A,taxon:11153,Greece
KT222983.1,Canine coronavirus,DQ-Beta3,N/A,taxon:11153,China
KP322044.1,Canine coronavirus,CCoV-I/dog92,N/A,taxon:11153,Brazil
OQ623700.1,Canine coronavirus,N/A,N/A,taxon:11153,China
JX035842.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
EF408002.1,Canine coronavirus,C9-22-II,N/A,taxon:11153,N/A
OQ565726.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
OQ407506.1,Canine coronavirus,N/A,N/A,taxon:11153,China
GQ148767.1,Canine coronavirus,352/08,N/A,taxon:11153,United Kingdom
JQ422592.1,Canine coronavirus,TH/88/08/IIb/GR,N/A,taxon:11153,Greece
JX035859.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
OP422917.1,Canine coronavirus,N/A,N/A,taxon:11153,China
MZ173452.1,Canine coronavirus,CCoV/SN0623,N/A,taxon:11153,China
JQ422564.1,Canine coronavirus,TH/82/09/I/GR,N/A,taxon:11153,Greece
OQ565725.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
GQ148766.1,Canine coronavirus,375/07,N/A,taxon:11153,United Kingdom
JQ422571.1,Canine coronavirus,AT/60/09/IIa/GR,N/A,taxon:11153,Greece
KP281560.1,Canine coronavirus,CCoV/vaccine/passage7/clone88,N/A,taxon:11153,N/A
KP281548.1,Canine coronavirus,CCoV/vaccine/passage6/clone76,N/A,taxon:11153,N/A
KP281498.1,Canine coronavirus,CCoV/vaccine/passage2/clone15,N/A,taxon:11153,N/A
MF095851.1,Canine coronavirus 2,SH89_2011,N/A,taxon:2185079,Tanzania
MT114540.1,Canine coronavirus,B447_ZJ_2019,N/A,taxon:11153,China
OP422913.1,Canine coronavirus,N/A,N/A,taxon:11153,China
DQ431027.1,Canine coronavirus,AKBG/05,N/A,taxon:11153,Sweden
OQ351912.1,Canine coronavirus,N/A,N/A,taxon:11153,China
MZ173444.1,Canine coronavirus,CCoV/DZ0623,N/A,taxon:11153,China
JX035862.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
KP281593.1,Canine coronavirus,CCoV/vaccine/clone123,N/A,taxon:11153,N/A
MF095847.1,Canine coronavirus 2,SH32_2001,N/A,taxon:2185079,Tanzania
JQ422591.1,Canine coronavirus,TH/74/08/IIb/GR,N/A,taxon:11153,Greece
AF516907.1,Canine coronavirus,UWSMN-1,N/A,taxon:11153,N/A
GQ121371.1,Canine coronavirus,59/08,N/A,taxon:11153,Greece
OM451122.1,Canine coronavirus,N/A,N/A,taxon:11153,China
EF407989.1,Canine coronavirus,C17-55,N/A,taxon:11153,N/A
OQ565727.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
LN624650.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
OQ565739.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
PQ127011.1,Canine coronavirus 2,N/A,N/A,taxon:2185079,"USA: Bronx Zoo, New York City, NY"
OQ565720.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
PV454547.1,Canine coronavirus,N/A,N/A,taxon:11153,Iraq
AY862143.1,Canine coronavirus,N/A,N/A,taxon:11153,China
MT250802.1,Canine coronavirus,HLJ/t56,N/A,taxon:11153,China
EF192156.1,Chinese ferret badger coronavirus DM95/2003,CFBCoV/DM95/2003,N/A,taxon:434615,China
KP281596.1,Canine coronavirus,CCoV/vaccine/clone127,N/A,taxon:11153,N/A
KF312718.1,Canine coronavirus,861-I,N/A,taxon:11153,Brazil
OQ407508.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OQ407504.1,Canine coronavirus,N/A,N/A,taxon:11153,China
AH015739.2,Canine coronavirus,GOT/05,N/A,taxon:11153,Sweden
LN624645.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
LN624658.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KP281554.1,Canine coronavirus,CCoV/vaccine/passage7/clone82,N/A,taxon:11153,N/A
KT222988.1,Canine coronavirus,HRB-D4,N/A,taxon:11153,China
MT114550.1,Canine coronavirus,B157_HLJ_2019,N/A,taxon:11153,China
JF682842.1,Canine coronavirus,NA/09,N/A,taxon:11153,Greece
MT250800.1,Canine coronavirus,HLJ/L4,N/A,taxon:11153,China
JQ422585.1,Canine coronavirus,AT/02/09/IIb/GR,N/A,taxon:11153,Greece
MT919267.1,Canine coronavirus,BM35,N/A,taxon:11153,China
JQ422580.1,Canine coronavirus,TH/95/08/IIa/GR,N/A,taxon:11153,Greece
KP281523.1,Canine coronavirus,CCoV/vaccine/passage4/clone52,N/A,taxon:11153,N/A
KP322052.1,Canine coronavirus,CCoV-II/dog57,N/A,taxon:11153,Brazil
MK986778.1,Canine coronavirus,CCoV/NTUCL13,N/A,taxon:11153,Taiwan
KT222992.1,Canine coronavirus,HRB-E8,N/A,taxon:11153,China
JX035845.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
MT166676.1,Canine coronavirus,N/A,N/A,taxon:11153,China
GQ148768.1,Canine coronavirus,367/08,N/A,taxon:11153,United Kingdom
MT294703.1,Canine coronavirus,N/A,N/A,taxon:11153,Turkey
GU324418.1,Canine coronavirus,ACV3/09/Ire/CCoV2,N/A,taxon:11153,Ireland
KY063618.2,Canine coronavirus,N/A,N/A,taxon:11153,China
OQ540910.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KP281587.1,Canine coronavirus,CCoV/vaccine/passage9/clone116,N/A,taxon:11153,N/A
MW407180.1,Canine coronavirus,N/A,N/A,taxon:11153,India
MF095853.1,Canine coronavirus 2,SH157_2012,N/A,taxon:2185079,Tanzania
LN624662.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KP322042.1,Canine coronavirus,CCoV-I/dog76,N/A,taxon:11153,Brazil
KT222980.1,Canine coronavirus,HRB-bb7,N/A,taxon:11153,China
JX035847.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
MK986772.1,Canine coronavirus,CCoV/NTUCL7,N/A,taxon:11153,Taiwan
KP281525.1,Canine coronavirus,CCoV/vaccine/passage4/clone54,N/A,taxon:11153,N/A
LN624653.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KP281502.1,Canine coronavirus,CCoV/vaccine/passage2/clone36,N/A,taxon:11153,N/A
KT222982.1,Canine coronavirus,DQ-Beta2,N/A,taxon:11153,China
JX035861.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
GQ148770.1,Canine coronavirus,2/06,N/A,taxon:11153,Hungary
MT114552.1,Canine coronavirus,B001_AH_2018,N/A,taxon:11153,China
OP858693.1,Canine coronavirus,N/A,N/A,taxon:11153,India
PV454548.1,Canine coronavirus,N/A,N/A,taxon:11153,Iraq
KP281536.1,Canine coronavirus,CCoV/vaccine/passage5/clone60,N/A,taxon:11153,N/A
KF312736.1,Canine coronavirus,1137-IIa,N/A,taxon:11153,Brazil
MT114543.1,Canine coronavirus,B194_GZ_2019,N/A,taxon:11153,China
KP322046.1,Canine coronavirus,CCoV-I/dog97,N/A,taxon:11153,Brazil
OQ565738.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
MT294702.1,Canine coronavirus,N/A,N/A,taxon:11153,Turkey
KC175339.1,Canine coronavirus,171,N/A,taxon:11153,Germany
KP281539.1,Canine coronavirus,CCoV/vaccine/passage5/clone63,N/A,taxon:11153,N/A
KP281591.1,Canine coronavirus,CCoV/vaccine/clone121,N/A,taxon:11153,N/A
KP322049.1,Canine coronavirus,CCoV-I/dog116,N/A,taxon:11153,Brazil
MK986775.1,Canine coronavirus,CCoV/NTUCL10,N/A,taxon:11153,Taiwan
OP422908.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KP281550.1,Canine coronavirus,CCoV/vaccine/passage6/clone78,N/A,taxon:11153,N/A
OP422911.1,Canine coronavirus,N/A,N/A,taxon:11153,China
LC190905.1,Canine coronavirus,CCoV/dog/HCM60/2015,N/A,taxon:11153,Viet Nam
OK340212.1,Canine coronavirus,SWU-SSX9/2021/CCoVIIa,N/A,taxon:11153,China
KF668591.1,Canine coronavirus,12-CCoV-21,N/A,taxon:11153,South Korea
HQ339894.1,Canine coronavirus,82/07,N/A,taxon:11153,Tanzania
OQ623706.1,Canine coronavirus,N/A,N/A,taxon:11153,China
PV246311.1,Canine coronavirus,N/A,N/A,taxon:11153,China
LC190906.1,Canine coronavirus,CCoV/dog/HCM27/2014,N/A,taxon:11153,Viet Nam
PV246304.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KT222994.1,Canine coronavirus,HRB-F8,N/A,taxon:11153,China
KP322048.1,Canine coronavirus,CCoV-I/dog114,N/A,taxon:11153,Brazil
MT114542.1,Canine coronavirus,B203_GZ_2019,N/A,taxon:11153,China
KP281595.1,Canine coronavirus,CCoV/vaccine/clone126,N/A,taxon:11153,N/A
LN624652.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
OQ540918.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KT222970.1,Canine coronavirus,HRB-A0,N/A,taxon:11153,China
OQ565735.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
KP281514.1,Canine coronavirus,CCoV/vaccine/passage3/clone48,N/A,taxon:11153,N/A
JX035849.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
PV246301.1,Canine coronavirus,N/A,N/A,taxon:11153,China
HQ339888.1,Canine coronavirus,34/07,N/A,taxon:11153,Tanzania
KT222971.1,Canine coronavirus,HRB-A7,N/A,taxon:11153,China
EF407994.1,Canine coronavirus,C2-28,N/A,taxon:11153,N/A
KP281521.1,Canine coronavirus,CCoV/vaccine/passage4/clone21,N/A,taxon:11153,N/A
KP281551.1,Canine coronavirus,CCoV/vaccine/passage6/clone79,N/A,taxon:11153,N/A
KP281526.1,Canine coronavirus,CCoV/vaccine/passage4/clone55,N/A,taxon:11153,N/A
JX035856.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
KC138237.1,Canine coronavirus,N/A,N/A,taxon:11153,Brazil
OQ565717.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
JQ422567.1,Canine coronavirus,TR/01/08/IIa/GR,N/A,taxon:11153,Greece
JX035848.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
KF312735.1,Canine coronavirus,1093-IIa,N/A,taxon:11153,Brazil
AY973171.1,Canine coronavirus isolate NJ17,N/A,N/A,taxon:322593,China
OP858699.1,Canine coronavirus,N/A,N/A,taxon:11153,India
MF095850.1,Canine coronavirus 2,SH110_2007,N/A,taxon:2185079,Tanzania
KT222984.1,Canine coronavirus,HRB-C0,N/A,taxon:11153,China
KP322043.1,Canine coronavirus,CCoV-I/dog80,N/A,taxon:11153,Brazil
KP281512.1,Canine coronavirus,CCoV/vaccine/passage3/clone46,N/A,taxon:11153,N/A
DQ471936.1,Canine coronavirus,MORA/04,N/A,taxon:11153,Sweden
KP281490.1,Canine coronavirus,CCoV/vaccine/passage1/clone6,N/A,taxon:11153,N/A
GQ130254.1,Canine coronavirus,127/08,N/A,taxon:11153,Italy
KP281504.1,Canine coronavirus,CCoV/vaccine/passage2/clone38,N/A,taxon:11153,N/A
KP281507.1,Canine coronavirus,CCoV/vaccine/passage3/clone40,N/A,taxon:11153,N/A
EF407988.1,Canine coronavirus,C15-23-I,N/A,taxon:11153,N/A
OQ565743.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
KP281590.1,Canine coronavirus,CCoV/vaccine/clone120,N/A,taxon:11153,N/A
KP281517.1,Canine coronavirus,CCoV/vaccine/passage4/clone17,N/A,taxon:11153,N/A
KP281535.1,Canine coronavirus,CCoV/vaccine/passage5/clone59,N/A,taxon:11153,N/A
OP422910.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OP858689.1,Canine coronavirus,N/A,N/A,taxon:11153,India
KP281546.1,Canine coronavirus,CCoV/vaccine/passage6/clone72,N/A,taxon:11153,N/A
PQ177897.1,Canine coronavirus,N/A,N/A,taxon:11153,Hungary
OM864518.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OM950729.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OP422921.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OP422916.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OX335541.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
EU924791.1,Canine coronavirus,119/08,N/A,taxon:11153,Italy
EF408004.1,Canine coronavirus,Chiba-40,N/A,taxon:11153,N/A
OQ540915.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OQ565740.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
MT114553.1,Canine coronavirus,B617_ZJ_2019,N/A,taxon:11153,China
KP281547.1,Canine coronavirus,CCoV/vaccine/passage6/clone75,N/A,taxon:11153,N/A
OP422926.1,Canine coronavirus,N/A,N/A,taxon:11153,China
AF482001.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KP281493.1,Canine coronavirus,CCoV/vaccine/passage1/clone9,N/A,taxon:11153,N/A
JQ422586.1,Canine coronavirus,AT/05/09/IIb/GR,N/A,taxon:11153,Greece
GQ130262.1,Canine coronavirus,367/08,N/A,taxon:11153,United Kingdom
GQ148751.1,Canine coronavirus,213/05,N/A,taxon:11153,Italy
OQ623708.1,Canine coronavirus,N/A,N/A,taxon:11153,China
MK986776.1,Canine coronavirus,CCoV/NTUCL11,N/A,taxon:11153,Taiwan
OQ565724.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
KP281583.1,Canine coronavirus,CCoV/vaccine/passage9/clone112,N/A,taxon:11153,N/A
KP322053.1,Canine coronavirus,CCoV-II/vaccine,N/A,taxon:11153,Brazil
MK986774.1,Canine coronavirus,CCoV/NTUCL9,N/A,taxon:11153,Taiwan
GQ148761.1,Canine coronavirus,91/06,N/A,taxon:11153,United Kingdom
OQ565716.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
DQ431024.1,Canine coronavirus,UPPS1/04,N/A,taxon:11153,Sweden
AF116244.1,Canine coronavirus,NVSL,N/A,taxon:11153,N/A
DQ471938.1,Canine coronavirus,SDT/05,N/A,taxon:11153,Sweden
KP281524.1,Canine coronavirus,CCoV/vaccine/passage4/clone53,N/A,taxon:11153,N/A
KP281556.1,Canine coronavirus,CCoV/vaccine/passage7/clone84,N/A,taxon:11153,N/A
MT955604.1,Canine coronavirus,N/A,N/A,taxon:11153,India
OK340207.1,Canine coronavirus,SWU-SSX4/2021/CCoVIIa,N/A,taxon:11153,China
OQ623704.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OQ540913.1,Canine coronavirus,N/A,N/A,taxon:11153,China
MK986785.1,Canine coronavirus,CCoV/NTUCL27,N/A,taxon:11153,Taiwan
FJ009113.1,Canine coronavirus,03-3684,N/A,taxon:11153,United Kingdom
AB781808.1,Canine coronavirus,fc7,N/A,taxon:11153,Japan
OP422907.1,Canine coronavirus,N/A,N/A,taxon:11153,China
MW354910.1,Canine coronavirus,38,N/A,taxon:11153,China
KC175341.1,Canine coronavirus,S378,N/A,taxon:11153,"USA: Ithaca, NY"
MT294709.1,Canine coronavirus,N/A,N/A,taxon:11153,Turkey
KF312733.1,Canine coronavirus,1086-IIa,N/A,taxon:11153,Brazil
DQ471937.1,Canine coronavirus,AKBG/05,N/A,taxon:11153,Sweden
OP858690.1,Canine coronavirus,N/A,N/A,taxon:11153,India
AF116248.1,Canine coronavirus,UCD-1,N/A,taxon:11153,N/A
OP858694.1,Canine coronavirus,N/A,N/A,taxon:11153,India
JQ422551.1,Canine coronavirus,LA/10/08/I/GR,N/A,taxon:11153,Greece
JQ929045.1,Canine coronavirus,120/10,N/A,taxon:11153,Italy
PP780836.1,Canine coronavirus,N/A,N/A,taxon:11153,China
AF116245.1,Canine coronavirus,TN449,N/A,taxon:11153,N/A
OQ565718.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
OK340209.1,Canine coronavirus,SWU-SSX6/2021/CCoVIIa,N/A,taxon:11153,China
KP981644.1,Canine coronavirus,CB/05,N/A,taxon:11153,Italy
MZ173446.1,Canine coronavirus,CCoV/GY0608,N/A,taxon:11153,China
KP281570.1,Canine coronavirus,CCoV/vaccine/passage8/clone98,N/A,taxon:11153,N/A
GQ148749.1,Canine coronavirus,164/01,N/A,taxon:11153,Italy
KP281567.1,Canine coronavirus,CCoV/vaccine/passage8/clone95,N/A,taxon:11153,N/A
MT114547.1,Canine coronavirus,B858_ZJ_2019,N/A,taxon:11153,China
KP281534.1,Canine coronavirus,CCoV/vaccine/passage5/clone58,N/A,taxon:11153,N/A
JX035850.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
OK500251.1,Canine coronavirus,N/A,N/A,taxon:11153,China
GQ130267.1,Canine coronavirus,400/07,N/A,taxon:11153,Hungary
MK986786.1,Canine coronavirus,CCoV/NTUCL28,N/A,taxon:11153,Taiwan
KP281531.1,Canine coronavirus,CCoV/vaccine/passage5/clone31,N/A,taxon:11153,N/A
JQ929043.1,Canine coronavirus,69/10,N/A,taxon:11153,Italy
JQ422598.1,Canine coronavirus,THr/85/08,N/A,taxon:11153,Greece
EF407998.1,Canine coronavirus,C15-60,N/A,taxon:11153,N/A
JQ929044.1,Canine coronavirus,109/10,N/A,taxon:11153,Italy
KP281549.1,Canine coronavirus,CCoV/vaccine/passage6/clone77,N/A,taxon:11153,N/A
OQ540919.1,Canine coronavirus,N/A,N/A,taxon:11153,China
GQ148773.1,Canine coronavirus,400/07,N/A,taxon:11153,Hungary
JQ422552.1,Canine coronavirus,TH/95/08/I/GR,N/A,taxon:11153,Greece
MZ173443.1,Canine coronavirus,CCoV/NC0520,N/A,taxon:11153,China
OQ623711.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KP281495.1,Canine coronavirus,CCoV/vaccine/passage2/clone11,N/A,taxon:11153,N/A
HQ339896.1,Canine coronavirus,110/07,N/A,taxon:11153,Tanzania
KP281589.1,Canine coronavirus,CCoV/vaccine/clone119,N/A,taxon:11153,N/A
KP281558.1,Canine coronavirus,CCoV/vaccine/passage7/clone86,N/A,taxon:11153,N/A
KT222976.1,Canine coronavirus,DQ-alpha7,N/A,taxon:11153,China
HQ339889.1,Canine coronavirus,35/07,N/A,taxon:11153,Tanzania
MT294704.1,Canine coronavirus,N/A,N/A,taxon:11153,Turkey
JQ422574.1,Canine coronavirus,AT/01/09/IIa/GR,N/A,taxon:11153,Greece
AB781812.1,Canine coronavirus,fc94-039,N/A,taxon:11153,Japan
LN624649.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KP281515.1,Canine coronavirus,CCoV/vaccine/passage3/clone49,N/A,taxon:11153,N/A
OQ565715.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
KP281499.1,Canine coronavirus,CCoV/vaccine/passage2/clone33,N/A,taxon:11153,N/A
OQ974949.1,Canine coronavirus,N/A,N/A,taxon:11153,Egypt
JQ422566.1,Canine coronavirus,TR/01/07/IIa/GR,N/A,taxon:11153,Greece
MK986770.1,Canine coronavirus,CCoV/NTUCL5,N/A,taxon:11153,Taiwan
FJ009112.1,Canine coronavirus,04-0709,N/A,taxon:11153,N/A
OP858697.1,Canine coronavirus,N/A,N/A,taxon:11153,India
LN624663.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
JQ422577.1,Canine coronavirus,TH/10/09/IIa/GR,N/A,taxon:11153,Greece
MT114554.1,Canine coronavirus,B906_ZJ_2019,N/A,taxon:11153,China
MF095852.1,Canine coronavirus 2,SH143_2011,N/A,taxon:2185079,Tanzania
AY170345.1,Canine coronavirus,Elmo/02,N/A,taxon:11153,N/A
KF321784.1,Canine coronavirus,861-IIb,N/A,taxon:11153,Brazil
KP322051.1,Canine coronavirus,CCoV-II/dog50,N/A,taxon:11153,Brazil
A22732.1,Canine coronavirus,K378,N/A,taxon:11153,N/A
OQ407503.1,Canine coronavirus,N/A,N/A,taxon:11153,China
GQ148762.1,Canine coronavirus,97/06-23,N/A,taxon:11153,United Kingdom
EU513390.1,Canine coronavirus,CCoV/NTU2/R/2005,N/A,taxon:11153,Taiwan
GQ130248.1,Canine coronavirus,365/05,N/A,taxon:11153,Italy
JX035844.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
GQ130244.1,Canine coronavirus,123/03,N/A,taxon:11153,Italy
AB017789.1,Canine coronavirus,5821,N/A,taxon:11153,N/A
PV246298.1,Canine coronavirus,N/A,N/A,taxon:11153,China
LN624647.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KT222991.1,Canine coronavirus,HRB-E1,N/A,taxon:11153,China
GQ148763.1,Canine coronavirus,97/06-26,N/A,taxon:11153,United Kingdom
HQ339895.1,Canine coronavirus,91/07,N/A,taxon:11153,Tanzania
OQ565733.1,Canine coronavirus,N/A,N/A,taxon:11153,Italy
OP422924.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KT222985.1,Canine coronavirus,HRB-C4,N/A,taxon:11153,China
OK500252.1,Canine coronavirus,N/A,N/A,taxon:11153,China
MW186440.1,Canine coronavirus,N/A,N/A,taxon:11153,China
GQ130245.1,Canine coronavirus,213/05,N/A,taxon:11153,Italy
KP281491.1,Canine coronavirus,CCoV/vaccine/passage1/clone7,N/A,taxon:11153,N/A
OQ407509.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KP281488.1,Canine coronavirus,CCoV/vaccine/passage1/clone4,N/A,taxon:11153,N/A
LN624646.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KP281516.1,Canine coronavirus,CCoV/vaccine/passage3/clone50,N/A,taxon:11153,N/A
KP281544.1,Canine coronavirus,CCoV/vaccine/passage6/clone69,N/A,taxon:11153,N/A
OX335549.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KF312724.1,Canine coronavirus,999-I,N/A,taxon:11153,Brazil
JX035858.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
LN624654.1,Canine coronavirus,N/A,N/A,taxon:11153,N/A
KP281492.1,Canine coronavirus,CCoV/vaccine/passage1/clone8,N/A,taxon:11153,N/A
MK986779.1,Canine coronavirus,CCoV/NTUCL14,N/A,taxon:11153,Taiwan
OP422922.1,Canine coronavirus,N/A,N/A,taxon:11153,China
JQ422582.1,Canine coronavirus,TH/98/08/IIa/GR,N/A,taxon:11153,Greece
OP422909.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KP281500.1,Canine coronavirus,CCoV/vaccine/passage2/clone34,N/A,taxon:11153,N/A
AB781815.1,Canine coronavirus,fc00-089,N/A,taxon:11153,Japan
