ID,Organism,Strain,Molecule product,DB xref,location
MK330604.1,Porcine deltacoronavirus,CHN/Sichuan/2017,N/A,taxon:1586324,China
OL840384.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,Taiwan
KU984334.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,Thailand
MK330605.1,Porcine deltacoronavirus,CHN/Sichuan/2018,N/A,taxon:1586324,China
KX710202.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,South Korea: Kyunggi
MK040446.1,Porcine deltacoronavirus,CH-CZ2-2017,N/A,taxon:1586324,China
KU051642.1,Porcine deltacoronavirus,PDCoV/Swine/Thailand/S5012/2015,N/A,taxon:1586324,Thailand
NC_039208.1,Porcine coronavirus HKU15,HKU15-155,N/A,taxon:1159905,China: Hong Kong
OM256446.1,Porcine deltacoronavirus,PDCoV-CH-SDLY52-2021,N/A,taxon:1586324,China
MF095123.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KU051649.1,Porcine deltacoronavirus,PDCoV/Swine/Thailand/S5015L/2015,N/A,taxon:1586324,Thailand
MG832584.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MT985161.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,"China: Sichuan, Chongzhou"
KJ481931.1,Deltacoronavirus PDCoV/USA/Illinois121/2014,PDCoV/USA/Illinois121/2014,N/A,taxon:1465644,USA
MH715491.1,Porcine deltacoronavirus,PDCoV/CHGD/2016,N/A,taxon:1586324,China
MT985158.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,"China: Sichuan, Chongzhou"
KR060083.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,South Korea
MN058046.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Anhui
OP792038.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MK370064.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KT021237.1,Porcine deltacoronavirus,CH/SXD3/2015,N/A,taxon:1586324,China
MN520209.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Jiangsu
KU051644.1,Porcine deltacoronavirus,PDCoV/Swine/Thailand/S5014J/2015,N/A,taxon:1586324,Thailand
KY078912.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MN520204.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Henan
PP998011.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MN173805.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KU981061.1,Porcine deltacoronavirus,NH,N/A,taxon:1586324,China
MK625639.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MK478380.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,Mexico
KT021238.1,Porcine deltacoronavirus,CH/GDD1/2015,N/A,taxon:1586324,China
KY078904.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MK572803.1,Porcine deltacoronavirus,SCNC201705,N/A,taxon:1586324,China: Sichuan
KR265849.1,Porcine deltacoronavirus,USA/Michigan447/2014,N/A,taxon:1586324,USA: Michigan
KX443143.2,Porcine deltacoronavirus,CH-01,N/A,taxon:1586324,China
OQ736717.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KT021241.1,Porcine deltacoronavirus,CH/GDD4/2015,N/A,taxon:1586324,China
MZ995264.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
PQ165604.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Hefei
MN058064.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Shandong
KY398009.1,Porcine deltacoronavirus,CHN-SC2015,N/A,taxon:1586324,China: Chengdu
MZ802773.1,Porcine deltacoronavirus,PDCoV/CBR-2/2016/Thailand,N/A,taxon:1586324,Thailand
MZ802774.1,Porcine deltacoronavirus,PDCoV/CBR-3/2016/Thailand,N/A,taxon:1586324,Thailand
MW627235.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,"China: Sichuan, Shehong"
MT505452.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KU981059.1,Porcine deltacoronavirus,NH,N/A,taxon:1586324,China
LC260044.1,Porcine deltacoronavirus,YMG/JPN/2014,N/A,taxon:1586324,Japan: Yamagata
KR265852.1,Porcine deltacoronavirus,USA/Illinois449/2014,N/A,taxon:1586324,USA: Illinois
MF642322.1,Porcine deltacoronavirus,CHN/GS/2016/1,N/A,taxon:1586324,China
KT371503.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,USA
KP981395.1,Porcine deltacoronavirus,USA/IL/2014/026PDV_P11,N/A,taxon:1586324,USA: Illinois
MG837132.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,South Korea
KP995357.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,USA
MT505446.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MG837133.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,South Korea
MN520202.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Guangdong
KY354364.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,South Korea: Kyunggido
KU051652.1,Porcine deltacoronavirus,PDCoV/Swine/Thailand/S5019/2015,N/A,taxon:1586324,Thailand
KY513724.1,Porcine deltacoronavirus,CH/Hunan/2014,N/A,taxon:1586324,China: Hunan
MN058053.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Anhui
KJ601780.1,Deltacoronavirus PDCoV/USA/Ohio137/2014,PDCoV/USA/Ohio137/2014,N/A,taxon:1477414,USA: Ohio
KP995359.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,USA
MH025764.1,Porcine deltacoronavirus,CH/JXJGS01/P50,N/A,taxon:1586324,China
OR122654.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MN058052.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Anhui
MN173781.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MW685622.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,Haiti
MN058056.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Anhui
MZ712034.1,Porcine deltacoronavirus,PDCoV/110-990/TW-2021,N/A,taxon:1586324,Taiwan
PP130097.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KP995362.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,USA
KU204696.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Hainan
MK040450.1,Porcine deltacoronavirus,CH-DH2-2017,N/A,taxon:1586324,China
KJ462462.1,Porcine coronavirus HKU15,OH1987,N/A,taxon:1159905,USA: Ohio
OP566509.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
ON936275.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
PV534030.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MT505449.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MT505445.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MW627234.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,"China: Sichuan, Meishan"
MT505450.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KR265853.1,Porcine deltacoronavirus,USA/Minnesota/2013,N/A,taxon:1586324,USA: Minnesota
MG835611.1,Porcine deltacoronavirus Sichuan,N/A,N/A,taxon:2078986,China
PQ753145.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MK370065.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
OL900393.1,Porcine deltacoronavirus,CHN-SCMY2021-02,N/A,taxon:1586324,China
MK040445.1,Porcine deltacoronavirus,CH-CZ1-2017,N/A,taxon:1586324,China
KU051650.1,Porcine deltacoronavirus,PDCoV/Swine/Thailand/S5016/2015,N/A,taxon:1586324,Thailand
KU204694.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Guangdong
MK040454.1,Porcine deltacoronavirus,CH-HA2-2017,N/A,taxon:1586324,China
MW627232.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,"China: Sichuan, Beichuan"
MN520191.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Shandong
MW627236.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,"China: Sichuan, Beichuan"
MH700628.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,N/A
KU051641.1,Porcine deltacoronavirus,PDCoV/Swine/Thailand/S5011/2015,N/A,taxon:1586324,Thailand
PV164738.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Zhejiang Lishui
KU051645.1,Porcine deltacoronavirus,PDCoV/Swine/Thailand/S5014I/2015,N/A,taxon:1586324,Thailand
MZ712035.1,Porcine deltacoronavirus,PDCoV/110-962/TW-2021,N/A,taxon:1586324,Taiwan
PQ594372.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
PQ594376.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
LC260039.1,Porcine deltacoronavirus,GNM-1/JPN/2014,N/A,taxon:1586324,Japan: Gunma
MN058051.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Anhui
MT505455.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KX022603.1,Porcine deltacoronavirus,PDCoV/USA/Minnesota140/2015,N/A,taxon:1586324,USA: Minnesota
MN173803.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KU051654.1,Porcine deltacoronavirus,PDCoV/Swine/Thailand/S5023/2015,N/A,taxon:1586324,Thailand
PQ539659.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MZ802777.1,Porcine deltacoronavirus,PDCoV/RBR-1/2016/Thailand,N/A,taxon:1586324,Thailand
KY293678.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KU204695.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Guangdong
OR672111.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
KR265858.1,Porcine deltacoronavirus,USA/NorthCarolina452/2014,N/A,taxon:1586324,USA: North Carolina
MT505456.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China
MW627238.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,"China: Sichuan, Chongzhou"
KT266822.1,Porcine deltacoronavirus,CH/Sichuan/S27/2012,N/A,taxon:1586324,China: Sichuan
OQ566227.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,South Korea
KJ584357.1,Porcine coronavirus HKU15,KY4813,N/A,taxon:1159905,USA: Kentucky
KR265857.1,Porcine deltacoronavirus,USA/Illinois273/2014,N/A,taxon:1586324,USA: Illinois
KT371500.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,USA
KR150443.1,Porcine deltacoronavirus,USA/Arkansas61/2015,N/A,taxon:1586324,USA: Arkansas
KR060082.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,South Korea
KY065120.1,Porcine deltacoronavirus,CHN/Tianjin/2016,N/A,taxon:1586324,China: Tianjin
MN058055.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,China: Anhui
MK478383.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,Mexico
MF642323.1,Porcine deltacoronavirus,CHN/GS/2016/2,N/A,taxon:1586324,China
OK546242.1,Porcine deltacoronavirus,CZ2020,N/A,taxon:1586324,China
MH700629.1,Porcine deltacoronavirus,N/A,N/A,taxon:1586324,N/A
