ID,Collection date
OR638453,2016
OR638454,2016
OR638455,2016
OR638456,2016
OR638457,2016
OR638458,2016
OR638459,2016
OR638460,2016
OR638461,2016
OR638462,2016
OR638463,2016
OR638464,2016
OR638465,2016
OR638466,2016
OR638467,2016
OR638468,2016
OR638469,2016
OR638470,2016
OR638471,2016
OR638472,2016
OR638473,2016
OR638474,2016
OR638475,2016
OR638476,2016
OR638477,2016
OR638478,2016
OR638479,2016
OR638480,2016
OR638481,2016
OR638482,2016
OR638483,2016
OR638484,2016
OR638485,2016
OR638486,2016
OR638487,2016
OR638488,2016
OR638489,2016
OR638490,2016
OR638491,2016
OR638492,2016
OR638493,2016
OR638494,2016
OR638495,2016
OR638496,2016
OR638497,2016
OR638498,2016
OR638499,2016
OR638500,2016
OR638501,2016
OR638502,2016
OR638503,2016
OR638504,2016
OR638505,2016
OR638506,2016
OR638507,2016
OR638508,2016
OR638509,2016
OR638510,2016
OR638511,2016
OR638512,2016
OR638513,2016
OR638514,2016
OR638515,2016
OR638516,2016
OR638517,2016
OR638518,2016
OR638519,2016
OR638520,2016
OR638521,2016
OR638522,2016
OR638523,2016
OR638524,2016
OR638525,2016
OR638526,2016
OR638527,2016
OR638528,2016
OR638529,2016
OR638530,2016
OR638531,2016
OR638532,2016
OR638533,2016
OR638534,2016
OR638535,2016
OR638536,2016
OR638537,2016
OR638538,2016
OR638539,2016
OR638540,2016
OR638541,2016
OR638542,2016
OR638543,2016
OR638544,2016
OR638545,2016
OR638546,2016
OR638547,2016
OR638548,2016
OR638549,2016
OR638550,2016
OR638551,2016
OR638552,2016
OR638553,2016
OR638554,2016
OR638555,2016
OR638556,2016
OR638557,2016
OR638558,2016
OR638559,2017
OR638560,2017
OR638561,2017
OR638562,2017
OR638563,2017
OR638564,2017
OR638565,2017
OR638566,2017
OR638567,2017
OR638568,2017
OR638569,2017
OR638570,2017
OR638571,2017
OR638572,2017
OR638573,2017
OR638574,2017
OR638575,2017
OR638576,2017
OR638577,2017
OR638578,2017
OR638579,2017
OR638580,2017
OR638581,2017
OR638582,2017
OR638583,2017
OR638584,2017
OR638585,2017
OR638586,2017
