ID,Organism,Strain,Molecule product,DB xref,location
OR141632.1,Feline coronavirus,N/A,N/A,taxon:12663,Taiwan
MT551829.1,Feline coronavirus,Zu3,N/A,taxon:12663,Switzerland
MT551823.1,Feline coronavirus,Zu3,N/A,taxon:12663,Switzerland
OK236337.1,Feline coronavirus,N/A,N/A,taxon:12663,China
PQ641442.1,Feline coronavirus,N/A,N/A,taxon:12663,Thailand
MG892445.1,Feline coronavirus,XM/2018/01,N/A,taxon:12663,China
MG016696.1,Feline coronavirus,BJ/2016/17,N/A,taxon:12663,China
MZ221041.1,Feline coronavirus,FCoV/CD0614,N/A,taxon:12663,China
MT606096.1,Feline coronavirus,Zu1,N/A,taxon:12663,Switzerland
MW225992.1,Feline coronavirus,N/A,N/A,taxon:12663,Italy
MG892413.1,Feline coronavirus,SC/CD/2017/06,N/A,taxon:12663,China
OQ196071.1,Feline coronavirus,N/A,N/A,taxon:12663,China
EU327729.1,Feline coronavirus,N/A,N/A,taxon:12663,Portugal
OQ594130.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
MT551815.1,Feline coronavirus,Zu3,N/A,taxon:12663,Switzerland
MW648576.1,Feline coronavirus,NTUCL66,N/A,taxon:12663,Taiwan
PV246295.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MW858303.1,Feline coronavirus,SD/202012/004,N/A,taxon:12663,China
EU664180.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
AY159783.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
JN654402.1,Feline coronavirus,08K-478,N/A,taxon:12663,South Korea
OK236310.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MG892434.1,Feline coronavirus,ZJ/HZ/2017/02,N/A,taxon:12663,China
OQ594125.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
PQ626045.1,Feline coronavirus,N/A,N/A,taxon:12663,Turkey
PV246296.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MW648558.1,Feline coronavirus,NTUCL48,N/A,taxon:12663,Taiwan
PQ561649.1,Feline coronavirus,N/A,N/A,taxon:12663,Turkey: Istanbul
OR141615.1,Feline coronavirus,N/A,N/A,taxon:12663,Taiwan
JQ304491.1,Feline coronavirus,N/A,N/A,taxon:12663,Netherlands
MW656205.1,Feline coronavirus,NTUCL80,N/A,taxon:12663,Taiwan
OK236285.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MW858255.1,Feline coronavirus,BJ/201911/005,N/A,taxon:12663,China
OQ594118.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
OQ594167.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
PP097360.1,Feline coronavirus,N/A,N/A,taxon:12663,Indonesia
HQ829851.1,Feline coronavirus,UPM35C/10,N/A,taxon:12663,Malaysia
KJ665862.1,Feline coronavirus,FECV5,N/A,taxon:12663,Germany
AY159756.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
OQ594101.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
AY159753.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
DQ848678.1,Feline coronavirus,FCoV C1Je,N/A,taxon:12663,N/A
MG892447.1,Feline coronavirus,BJ/2018/13,N/A,taxon:12663,China
JQ304477.1,Feline coronavirus,N/A,N/A,taxon:12663,Netherlands
HF954961.1,Feline coronavirus,N/A,N/A,taxon:12663,USA:PA
OQ196058.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MT250361.1,Feline coronavirus,N/A,N/A,taxon:12663,Italy
OK236280.1,Feline coronavirus,N/A,N/A,taxon:12663,China
PQ202302.1,Feline infectious peritonitis virus,N/A,N/A,taxon:11135,USA
EU327725.1,Feline coronavirus,N/A,N/A,taxon:12663,Portugal
JQ304514.1,Feline coronavirus,N/A,N/A,taxon:12663,Netherlands
PP901889.1,Feline coronavirus,N/A,N/A,taxon:12663,Thailand
OQ196041.1,Feline coronavirus,N/A,N/A,taxon:12663,China
OQ594082.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
JQ304338.1,Feline coronavirus,N/A,N/A,taxon:12663,Netherlands
MW225969.1,Feline infectious peritonitis virus,N/A,N/A,taxon:11135,Italy
MW858293.1,Feline coronavirus,NX/202101/003,N/A,taxon:12663,China
OQ594122.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
MT181984.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MT181982.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MW858284.1,Feline coronavirus,HuN/201910/002,N/A,taxon:12663,China
EU664314.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
