ID,Collection date
KT861629,2014-04-07
KT861630,2014-04-30
KT861631,2014-05-10
KT861632,2014-12-24
KT861633,2014-05-04
KU710264,2014-11-04
KU851859,2015-07-12
KU851860,2015-08-24
KU851861,2015-08-24
KU851862,2015-08-24
KU851863,2015-08-27
KU851864,2015-08-24
KX034093,2015-05-30
KX034094,2015-06-11
KX034095,2015-06-04
KX034096,2015-06-17
KX034097,2015-06-17
KX034098,2015-06-22
KX034099,2015-06-26
KX034100,2015-07-03
KT357794,2014
KT357795,2014
KT357796,2014
KT357797,2014
KT357798,2014
KT357799,2014
KT357800,2014
KT357801,2014
KT357802,2014
KT357803,2014
KT357804,2014
KT357805,2014
KT357806,2014
KT357807,2014
KT357808,2014
KT357809,2014
KT357810,2014
KT357811,2014
KT357812,2014
KT182953,2015-05-28
KT182954,2015-05-28
KT182955,2015-05-28
KT182956,2015-05-30
KT182957,2015-05-30
KT182958,2015-05-19
KU233362,2015
KU233363,2015
KU233364,2015
KT868865,2015-06-11
KT868866,2015-06-11
KT868867,2015-06-08
KT868868,2015-06-08
KT868869,2015-06-11
KT868870,2015-06-10
KT868871,2015-06-09
KT868872,2015-06-10
KT868873,2015-06-10
KT868874,2015-06-11
KT868875,2015-06-10
KT868876,2015-06-10
KT868877,2015-06-22
KU740200,2014-12-17
KU308549,2015-06-08
KT624240,2008-12-15
KT624241,2008-12-15
KT624242,2008-12-15
KT624243,2008-12-15
KT806044,2015-02-09
KT806045,2015-02-22
KT806046,2015-05-10
KT806047,2015-03-27
KT806048,2015-02-07
KT806049,2015-02-15
KT806050,2015-02-12
KT806051,2015-02-05
KT806052,2015-02-02
KT806053,2015-02-02
KT806054,2015-02-13
KT806055,2015-02-10
KT805961,2015-01-14
KT805962,2015-01-18
KT805963,2015-01-20
KT805964,2015-02-02
KT805965,2015-02-03
KT805966,2015-02-20
KT805967,2015-02-18
KT805968,2015-02-15
KT805969,2015-02-14
KT805970,2015-02-12
KT805971,2015-02-14
KT805972,2015-02-14
